lastname,firstname,team,points,games,liga_id,league_name,season,bezirk
36.,Lang,Franziska,SC Kemmern 2,84,248,Bezirksliga,2004,Oberfranken
37.,Reuß,Carmen,SC Kemmern 2,75,248,Bezirksliga,2004,Oberfranken
38.,Vogt,Jessica,SC Kemmern 2,74,248,Bezirksliga,2004,Oberfranken
39.,Dürrer,Ulrike,SC Kemmern 2,74,248,Bezirksliga,2004,Oberfranken
40.,Müller,Monika,1. FC Pressig,74,248,Bezirksliga,2004,Oberfranken
41.,Friedrich,Doris,FC messingschlager Baunach,74,248,Bezirksliga,2004,Oberfranken
42.,Reinfelder,Sigrid,FC messingschlager Baunach,74,248,Bezirksliga,2004,Oberfranken
43.,Bauer,Sarah,TTL uniVersa Bamberg 2,73,248,Bezirksliga,2004,Oberfranken
44.,Gerber,Petra,1. FC Pressig,69,248,Bezirksliga,2004,Oberfranken
45.,Weihrich,Andrea,TS Kronach,66,248,Bezirksliga,2004,Oberfranken
46.,Spörl,Petra,ATSV Nordhalben,65,248,Bezirksliga,2004,Oberfranken
47.,Uch,Andrea,SC Kemmern 2,62,248,Bezirksliga,2004,Oberfranken
48.,Wunder,Margarete,ATSV Nordhalben,62,248,Bezirksliga,2004,Oberfranken
49.,Dietz,Sylvia,ATSV Nordhalben,62,248,Bezirksliga,2004,Oberfranken
50.,Klotzek,Anne,DJK Eggolsheim,59,248,Bezirksliga,2004,Oberfranken
51.,Eichhorn,Petra,1. FC Pressig,59,248,Bezirksliga,2004,Oberfranken
52.,Zink,Jutta,SC Kemmern 2,56,248,Bezirksliga,2004,Oberfranken
53.,Hellmann,Katrin,DJK Bamberg 3,54,248,Bezirksliga,2004,Oberfranken
54.,Allin,Julia,FC messingschlager Baunach,51,248,Bezirksliga,2004,Oberfranken
55.,Akyildiz,Özlem,BBC Coburg,50,248,Bezirksliga,2004,Oberfranken
56.,Weihrich,Daphne,TS Kronach,50,248,Bezirksliga,2004,Oberfranken
57.,Rauh,Petra,DJK Eggolsheim,46,248,Bezirksliga,2004,Oberfranken
58.,Henschel,Barbara,DJK Bamberg 3,46,248,Bezirksliga,2004,Oberfranken
59.,Reh,Melanie,TTL uniVersa Bamberg 2,43,248,Bezirksliga,2004,Oberfranken
60.,Brückner,Silke,1. FC Pressig,41,248,Bezirksliga,2004,Oberfranken
61.,Krutsch,Hedwig,BBC Coburg,41,248,Bezirksliga,2004,Oberfranken
62.,Dürrer,Doris,SC Kemmern 2,40,248,Bezirksliga,2004,Oberfranken
63.,Wunder,Anne,ATSV Nordhalben,39,248,Bezirksliga,2004,Oberfranken
64.,Ochs,Claudia,DJK Eggolsheim,39,248,Bezirksliga,2004,Oberfranken
65.,Müller,Sarah,BBC Coburg,38,248,Bezirksliga,2004,Oberfranken
66.,Remmert,Silke,1. FC Pressig,38,248,Bezirksliga,2004,Oberfranken
67.,Ruf,Anja,ATSV Nordhalben,38,248,Bezirksliga,2004,Oberfranken
68.,Beyer,Christiane,BBC Coburg,36,248,Bezirksliga,2004,Oberfranken
69.,Abicht,Simone,BBC Coburg,33,248,Bezirksliga,2004,Oberfranken
70.,Neeb,Birgit,SC Kemmern 2,31,248,Bezirksliga,2004,Oberfranken
71.,Kaiser,Anja,DJK Eggolsheim,30,248,Bezirksliga,2004,Oberfranken
72.,Loskarn,Andrea,TTL uniVersa Bamberg 2,29,248,Bezirksliga,2004,Oberfranken
73.,Johannes,Birthe,TTL uniVersa Bamberg 2,26,248,Bezirksliga,2004,Oberfranken
74.,Meinhardt,Martina,TTL uniVersa Bamberg 2,26,248,Bezirksliga,2004,Oberfranken
75.,Ruprecht,Carolin,DJK Eggolsheim,26,248,Bezirksliga,2004,Oberfranken
76.,Pfister,Katharina,DJK Eggolsheim,26,248,Bezirksliga,2004,Oberfranken
77.,Lang,Sabine,DJK Bamberg 3,26,248,Bezirksliga,2004,Oberfranken
78.,Götze,Helga,BBC Coburg,23,248,Bezirksliga,2004,Oberfranken
79.,Jungbauer,Eva,TS Kronach,22,248,Bezirksliga,2004,Oberfranken
80.,Wagner,Carolin,DJK Eggolsheim,22,248,Bezirksliga,2004,Oberfranken
81.,Mohler,Yvonne,ATSV Nordhalben,20,248,Bezirksliga,2004,Oberfranken
82.,Schrauder,Anette,DJK Eggolsheim,20,248,Bezirksliga,2004,Oberfranken
83.,Schneider,Ruth,TS Kronach,20,248,Bezirksliga,2004,Oberfranken
84.,Wölker,Rosi,SC Kemmern 2,17,248,Bezirksliga,2004,Oberfranken
85.,Pleiner,Elea,BBC Coburg,17,248,Bezirksliga,2004,Oberfranken
86.,Brendel,Katrin,DJK Bamberg 3,17,248,Bezirksliga,2004,Oberfranken
87.,Arras,Christina,DJK Bamberg 3,15,248,Bezirksliga,2004,Oberfranken
88.,Dörfler,Katrin,TTL uniVersa Bamberg 2,15,248,Bezirksliga,2004,Oberfranken
89.,Schneyer,Franziska,BBC Coburg,13,248,Bezirksliga,2004,Oberfranken
90.,Weig,Susanne,SC Kemmern 2,12,248,Bezirksliga,2004,Oberfranken
91.,Kirsch,Katja,1. FC Pressig,12,248,Bezirksliga,2004,Oberfranken
92.,Schreiber,Marion,TS Kronach,10,248,Bezirksliga,2004,Oberfranken
93.,Lang,Nadine,1. FC Pressig,10,248,Bezirksliga,2004,Oberfranken
94.,Vincken,Miriam,DJK Bamberg 3,9,248,Bezirksliga,2004,Oberfranken
95.,Weidner,Franziska,SC Kemmern 2,9,248,Bezirksliga,2004,Oberfranken
96.,Hertel,Ramona,ATSV Nordhalben,9,248,Bezirksliga,2004,Oberfranken
97.,Martin,Heike,FC messingschlager Baunach,8,248,Bezirksliga,2004,Oberfranken
98.,Eichelsdörfer,Jessica,FC messingschlager Baunach,8,248,Bezirksliga,2004,Oberfranken
99.,Baier,Kathrin,FC messingschlager Baunach,8,248,Bezirksliga,2004,Oberfranken
100.,Amon,Laura,DJK Eggolsheim,7,248,Bezirksliga,2004,Oberfranken
101.,Radlo,Marina,ATSV Nordhalben,7,248,Bezirksliga,2004,Oberfranken
102.,Herold,Carmen,BBC Coburg,6,248,Bezirksliga,2004,Oberfranken
103.,Oppermann-Saffer,Anja,DJK Eggolsheim,6,248,Bezirksliga,2004,Oberfranken
104.,Reichelt,Kerstin,DJK Eggolsheim,6,248,Bezirksliga,2004,Oberfranken
105.,Zachert,Jennifer,BBC Coburg,5,248,Bezirksliga,2004,Oberfranken
106.,Duthorn,Antje,1. FC Pressig,4,248,Bezirksliga,2004,Oberfranken
107.,Lang,Susanne,1. FC Pressig,4,248,Bezirksliga,2004,Oberfranken
108.,Krotil,Sandra,FC messingschlager Baunach,4,248,Bezirksliga,2004,Oberfranken
109.,Liebl,Tamara,FC messingschlager Baunach,4,248,Bezirksliga,2004,Oberfranken
110.,Villain,Ilona,ATSV Nordhalben,4,248,Bezirksliga,2004,Oberfranken
111.,Friedrich,Claudia,1. FC Pressig,4,248,Bezirksliga,2004,Oberfranken
112.,Grasser,Ramona,DJK Eggolsheim,3,248,Bezirksliga,2004,Oberfranken
113.,Daum,Silvia,ATSV Nordhalben,3,248,Bezirksliga,2004,Oberfranken
114.,Franz,Tanja,ATSV Nordhalben,2,248,Bezirksliga,2004,Oberfranken
115.,Hellgoth,Sandra,ATSV Nordhalben,2,248,Bezirksliga,2004,Oberfranken
116.,Knauer,Doris,ATSV Nordhalben,2,248,Bezirksliga,2004,Oberfranken
117.,Hertel,Eileen,ATSV Nordhalben,2,248,Bezirksliga,2004,Oberfranken
118.,Amon,Christine,DJK Eggolsheim,1,248,Bezirksliga,2004,Oberfranken
119.,Höfner,Jenny,TS Kronach,1,248,Bezirksliga,2004,Oberfranken
Statistikdaten (Saison: 2004/2005) - Bezirksliga Damen (Senioren Oberfranken)Team StatistikenBeste Werfer/innenTop 10Top 25AlleBeste Freiwerfer/innenTop 10mind. 10 TrefferTop 25mind. 5 TrefferAlleBeste 3er-Werfer/innenTop 10Top 25Alle,Statistikdaten (Saison: 2004/2005) - Bezirksliga Damen (Senioren Oberfranken),Statistikdaten (Saison: 2004/2005) - Bezirksliga Damen (Senioren Oberfranken),Team Statistiken,Beste Werfer/innen,248,Bezirksliga,2004,Oberfranken
Beste Werfer/innen,Top 10,Top 25,Alle,,248,Bezirksliga,2004,Oberfranken
Beste Freiwerfer/innen,Top 10mind. 10 Treffer,Top 25mind. 5 Treffer,Alle,,248,Bezirksliga,2004,Oberfranken
Beste 3er-Werfer/innen,Top 10,Top 25,Alle,,248,Bezirksliga,2004,Oberfranken
Statistikdaten (Saison: 2004/2005) - Bezirkspokal Damen (Senioren Oberfranken)Team StatistikenBeste Werfer/innenTop 10Top 25AlleBeste Freiwerfer/innenTop 10mind. 10 TrefferTop 25mind. 5 TrefferAlleBeste 3er-Werfer/innenTop 10Top 25Alle,Statistikdaten (Saison: 2004/2005) - Bezirkspokal Damen (Senioren Oberfranken),Statistikdaten (Saison: 2004/2005) - Bezirkspokal Damen (Senioren Oberfranken),Team Statistiken,Beste Werfer/innen,697,Bezirksliga,2004,Oberfranken
Beste Werfer/innen,Top 10,Top 25,Alle,,697,Bezirksliga,2004,Oberfranken
Beste Freiwerfer/innen,Top 10mind. 10 Treffer,Top 25mind. 5 Treffer,Alle,,697,Bezirksliga,2004,Oberfranken
Beste 3er-Werfer/innen,Top 10,Top 25,Alle,,697,Bezirksliga,2004,Oberfranken
1.,Dorsch,Helmut,TSV Breitengüßbach 5,339,250,Bezirksklasse,2004,Oberfranken
2.,Lother,Christian,Post-SV Bamberg,301,250,Bezirksklasse,2004,Oberfranken
3.,Baer,Frank,ATSV Nordhalben,287,250,Bezirksklasse,2004,Oberfranken
4.,Ruckdäschel,Daniel,Post-SV Bamberg,278,250,Bezirksklasse,2004,Oberfranken
5.,Mausolf,Jörg,FC messingschlager Baunach 2,273,250,Bezirksklasse,2004,Oberfranken
6.,Neubauer,Stefan,TSV Breitengüßbach 5,258,250,Bezirksklasse,2004,Oberfranken
7.,Pätzold,Jan-Lukas,DJK Eggolsheim 2,256,250,Bezirksklasse,2004,Oberfranken
8.,Schlaug,Alfons,BG Litzendorf,247,250,Bezirksklasse,2004,Oberfranken
9.,Ludwig,Alexander,Post-SV Bamberg,245,250,Bezirksklasse,2004,Oberfranken
10.,Wohlleben,Andreas,SpVgg Stegaurach,236,250,Bezirksklasse,2004,Oberfranken
11.,Albert,Klaus,TSV Ebensfeld,229,250,Bezirksklasse,2004,Oberfranken
12.,Köstner,Daniel,ATSV Nordhalben,214,250,Bezirksklasse,2004,Oberfranken
13.,Dreband,Edward,Post-SV Bamberg,214,250,Bezirksklasse,2004,Oberfranken
14.,Hofmann,Tobias,TSV Breitengüßbach 5,184,250,Bezirksklasse,2004,Oberfranken
15.,Kollmer,Daniel,SpVgg Stegaurach,180,250,Bezirksklasse,2004,Oberfranken
16.,Montag,Marc,Post-SV Bamberg,175,250,Bezirksklasse,2004,Oberfranken
17.,Nagengast,Joerg,DJK Don Bosco Bamberg 2,171,250,Bezirksklasse,2004,Oberfranken
18.,Möhrlein,Konrad,DJK Eggolsheim 2,165,250,Bezirksklasse,2004,Oberfranken
19.,Neubauer,Markus,ATSV Nordhalben,159,250,Bezirksklasse,2004,Oberfranken
20.,Herbst,Christian,BG Litzendorf,154,250,Bezirksklasse,2004,Oberfranken
21.,Weiß,Frank,DJK Don Bosco Bamberg 2,148,250,Bezirksklasse,2004,Oberfranken
22.,Krump,Johannes,TSV Ebensfeld,144,250,Bezirksklasse,2004,Oberfranken
23.,Schulz,Werner,DJK Eggolsheim 2,141,250,Bezirksklasse,2004,Oberfranken
24.,Ruf,Marcel,ATSV Nordhalben,137,250,Bezirksklasse,2004,Oberfranken
25.,Scholz,Thomas,SpVgg Stegaurach,133,250,Bezirksklasse,2004,Oberfranken
26.,Fluhrer,Carsten,DJK Don Bosco Bamberg 2,131,250,Bezirksklasse,2004,Oberfranken
27.,Kober,Hans-Jürgen,FC messingschlager Baunach 2,128,250,Bezirksklasse,2004,Oberfranken
28.,Rommel,Steffen,DJK Don Bosco Bamberg 2,128,250,Bezirksklasse,2004,Oberfranken
29.,Albrecht,Thomas,FC messingschlager Baunach 2,127,250,Bezirksklasse,2004,Oberfranken
30.,Spindler,Sebastian,BG Litzendorf,126,250,Bezirksklasse,2004,Oberfranken
31.,Hader,Matthias,ATSV Nordhalben,125,250,Bezirksklasse,2004,Oberfranken
32.,Erber,Sven-Uwe,TSV Ebensfeld,120,250,Bezirksklasse,2004,Oberfranken
33.,Schneiderbanger,Michael,TSV Ebensfeld,120,250,Bezirksklasse,2004,Oberfranken
34.,Ellner,Matthias,TSV Ebensfeld,115,250,Bezirksklasse,2004,Oberfranken
35.,Reinhard,Stephan,DJK Don Bosco Bamberg 2,115,250,Bezirksklasse,2004,Oberfranken
36.,Smith,Philipp,Post-SV Bamberg,114,250,Bezirksklasse,2004,Oberfranken
37.,Heichel,Dominik,BG Litzendorf,113,250,Bezirksklasse,2004,Oberfranken
38.,Pfister,Christoph,DJK Eggolsheim 2,112,250,Bezirksklasse,2004,Oberfranken
39.,Schirner,Frank,DJK Eggolsheim 2,106,250,Bezirksklasse,2004,Oberfranken
40.,Schultz,Andreas,DJK Don Bosco Bamberg 2,105,250,Bezirksklasse,2004,Oberfranken
41.,Stix,Christopher,DJK Don Bosco Bamberg 2,103,250,Bezirksklasse,2004,Oberfranken
42.,Bähr,Sebastian,DJK Eggolsheim 2,102,250,Bezirksklasse,2004,Oberfranken
43.,Wendler,Dominik,SpVgg Stegaurach,101,250,Bezirksklasse,2004,Oberfranken
44.,Reinfelder,Christian,FC messingschlager Baunach 2,99,250,Bezirksklasse,2004,Oberfranken
45.,Zimmermann,Thomas,TSV Ebensfeld,97,250,Bezirksklasse,2004,Oberfranken
46.,Lieb,Sebastian,TSV Ebensfeld,90,250,Bezirksklasse,2004,Oberfranken
47.,Zimmermann,Andreas,ATSV Nordhalben,85,250,Bezirksklasse,2004,Oberfranken
48.,Karmann,Johannes,FC messingschlager Baunach 2,82,250,Bezirksklasse,2004,Oberfranken
49.,Wittmann,Andreas,BG Litzendorf,82,250,Bezirksklasse,2004,Oberfranken
50.,Petrovic,Vladan,Post-SV Bamberg,81,250,Bezirksklasse,2004,Oberfranken
51.,Fuchs,Bernhard,FC messingschlager Baunach 2,81,250,Bezirksklasse,2004,Oberfranken
52.,Dittrich,René,BG Litzendorf,79,250,Bezirksklasse,2004,Oberfranken
53.,Ulshöfer,Jens,TSV Breitengüßbach 5,72,250,Bezirksklasse,2004,Oberfranken
54.,Stolpowski,Oleg,SpVgg Stegaurach,72,250,Bezirksklasse,2004,Oberfranken
55.,Fuchs,Jürgen,FC messingschlager Baunach 2,71,250,Bezirksklasse,2004,Oberfranken
56.,Ochs,Thomas,DJK Don Bosco Bamberg 2,71,250,Bezirksklasse,2004,Oberfranken
57.,Thurn,Michael,FC messingschlager Baunach 2,69,250,Bezirksklasse,2004,Oberfranken
58.,Dormann,Jürgen,TSV Breitengüßbach 5,66,250,Bezirksklasse,2004,Oberfranken
59.,Meixner,Claus,FC messingschlager Baunach 2,64,250,Bezirksklasse,2004,Oberfranken
60.,Uzelino,Florian,BG Litzendorf,63,250,Bezirksklasse,2004,Oberfranken
61.,Häßner,Udo,FC messingschlager Baunach 2,60,250,Bezirksklasse,2004,Oberfranken
62.,Bötsch,Philipp,BG Litzendorf,60,250,Bezirksklasse,2004,Oberfranken
63.,Brevet,Emmanuel,FC messingschlager Baunach 2,60,250,Bezirksklasse,2004,Oberfranken
64.,Reich,Marco,BG Litzendorf,58,250,Bezirksklasse,2004,Oberfranken
65.,Craciun,Razvan,DJK Eggolsheim 2,57,250,Bezirksklasse,2004,Oberfranken
66.,Wagner,Hans-Günther,TSV Breitengüßbach 5,57,250,Bezirksklasse,2004,Oberfranken
67.,Horlamus,Kai,TSV Breitengüßbach 5,53,250,Bezirksklasse,2004,Oberfranken
68.,Kühhorn,Ingmar,FC messingschlager Baunach 2,52,250,Bezirksklasse,2004,Oberfranken
69.,Giehl,Christian,DJK Eggolsheim 2,52,250,Bezirksklasse,2004,Oberfranken
70.,Dorsch,Hubert,TSV Breitengüßbach 5,51,250,Bezirksklasse,2004,Oberfranken
71.,Lautenschläger,Heinz,ATSV Nordhalben,50,250,Bezirksklasse,2004,Oberfranken
72.,Neuberger,Tobias,TSV Ebensfeld,48,250,Bezirksklasse,2004,Oberfranken
73.,Schmidt,Martin,DJK Eggolsheim 2,48,250,Bezirksklasse,2004,Oberfranken
74.,Schlicht,Karsten,SpVgg Stegaurach,43,250,Bezirksklasse,2004,Oberfranken
75.,Vogel,Dimo,TSV Ebensfeld,42,250,Bezirksklasse,2004,Oberfranken
76.,Philipp,Stephan,SpVgg Stegaurach,40,250,Bezirksklasse,2004,Oberfranken
77.,Eismann,Johannes,DJK Eggolsheim 2,40,250,Bezirksklasse,2004,Oberfranken
78.,Freudensprung,Thomas,SpVgg Stegaurach,38,250,Bezirksklasse,2004,Oberfranken
79.,Rübig,Michael,TSV Breitengüßbach 5,38,250,Bezirksklasse,2004,Oberfranken
80.,Bird,Greg,DJK Eggolsheim 2,36,250,Bezirksklasse,2004,Oberfranken
81.,Kugler,Frank,Post-SV Bamberg,34,250,Bezirksklasse,2004,Oberfranken
82.,Zeck,Tobias,BG Litzendorf,29,250,Bezirksklasse,2004,Oberfranken
83.,Castellano,Sebastian,DJK Don Bosco Bamberg 2,28,250,Bezirksklasse,2004,Oberfranken
84.,Eigenbrodt,Günter,ATSV Nordhalben,26,250,Bezirksklasse,2004,Oberfranken
85.,Polke,Steffen,DJK Don Bosco Bamberg 2,26,250,Bezirksklasse,2004,Oberfranken
86.,Trunk,Robert,TSV Breitengüßbach 5,26,250,Bezirksklasse,2004,Oberfranken
87.,Förtsch,Manuel,TSV Breitengüßbach 5,25,250,Bezirksklasse,2004,Oberfranken
88.,Süßenbach,Carsten,DJK Don Bosco Bamberg 2,23,250,Bezirksklasse,2004,Oberfranken
89.,Fuchs,Rainer,TSV Breitengüßbach 5,23,250,Bezirksklasse,2004,Oberfranken
90.,Heidenreich,Christian,TSV Ebensfeld,23,250,Bezirksklasse,2004,Oberfranken
91.,Wolf,Stephan,BG Litzendorf,20,250,Bezirksklasse,2004,Oberfranken
92.,Erlwein,Michael,DJK Eggolsheim 2,20,250,Bezirksklasse,2004,Oberfranken
93.,Schadel,Dominic,Post-SV Bamberg,18,250,Bezirksklasse,2004,Oberfranken
94.,Kestler,Johannes,Post-SV Bamberg,17,250,Bezirksklasse,2004,Oberfranken
95.,Popp,Moritz,SpVgg Stegaurach,17,250,Bezirksklasse,2004,Oberfranken
96.,Herbst,Andreas,BG Litzendorf,16,250,Bezirksklasse,2004,Oberfranken
97.,Weiß,Konrad,FC messingschlager Baunach 2,16,250,Bezirksklasse,2004,Oberfranken
98.,Röder,Matthias,BG Litzendorf,15,250,Bezirksklasse,2004,Oberfranken
99.,Keppner,Stefan,TSV Breitengüßbach 5,15,250,Bezirksklasse,2004,Oberfranken
100.,Washington,Joseph,Post-SV Bamberg,14,250,Bezirksklasse,2004,Oberfranken
101.,Akyol,Ekrem,DJK Eggolsheim 2,14,250,Bezirksklasse,2004,Oberfranken
102.,Saffer,Christian,DJK Eggolsheim 2,13,250,Bezirksklasse,2004,Oberfranken
103.,Keppner,Volker,TSV Breitengüßbach 5,13,250,Bezirksklasse,2004,Oberfranken
104.,Jedlitschka,Stefan,Post-SV Bamberg,12,250,Bezirksklasse,2004,Oberfranken
105.,Reitz,Mario,TSV Ebensfeld,12,250,Bezirksklasse,2004,Oberfranken
106.,Schirmer,Mario,ATSV Nordhalben,11,250,Bezirksklasse,2004,Oberfranken
107.,Bartilla,Michael,Post-SV Bamberg,10,250,Bezirksklasse,2004,Oberfranken
108.,Lott,Julian,SpVgg Stegaurach,10,250,Bezirksklasse,2004,Oberfranken
109.,Zimmermann,Andreas,DJK Eggolsheim 2,10,250,Bezirksklasse,2004,Oberfranken
110.,Pike,Thomas,DJK Don Bosco Bamberg 2,10,250,Bezirksklasse,2004,Oberfranken
111.,Scalia,Giovanni,Post-SV Bamberg,10,250,Bezirksklasse,2004,Oberfranken
112.,Grimm,Bastian,DJK Don Bosco Bamberg 2,9,250,Bezirksklasse,2004,Oberfranken
113.,Kern,Dr. Günter,FC messingschlager Baunach 2,9,250,Bezirksklasse,2004,Oberfranken
114.,Rieks,Johannes,DJK Don Bosco Bamberg 2,7,250,Bezirksklasse,2004,Oberfranken
115.,Müller,Fabian,SpVgg Stegaurach,7,250,Bezirksklasse,2004,Oberfranken
116.,Strecker,Martin,BG Litzendorf,7,250,Bezirksklasse,2004,Oberfranken
117.,Friedrich,Joachim,FC messingschlager Baunach 2,7,250,Bezirksklasse,2004,Oberfranken
118.,Pechmann,Marc,TSV Ebensfeld,6,250,Bezirksklasse,2004,Oberfranken
119.,Fickert,Heinrich,ATSV Nordhalben,6,250,Bezirksklasse,2004,Oberfranken
120.,Daum,Christian,ATSV Nordhalben,5,250,Bezirksklasse,2004,Oberfranken
121.,Heberlein,Ralf,TSV Breitengüßbach 5,5,250,Bezirksklasse,2004,Oberfranken
122.,Hirmke,Joachim,FC messingschlager Baunach 2,4,250,Bezirksklasse,2004,Oberfranken
123.,Klotzek,Andreas,DJK Eggolsheim 2,4,250,Bezirksklasse,2004,Oberfranken
124.,Dratz,Elmar,BG Litzendorf,4,250,Bezirksklasse,2004,Oberfranken
125.,Geldner,Florian,TSV Ebensfeld,4,250,Bezirksklasse,2004,Oberfranken
126.,Reh,Stephan,TSV Breitengüßbach 5,4,250,Bezirksklasse,2004,Oberfranken
127.,Neubauer,Mario,SpVgg Stegaurach,3,250,Bezirksklasse,2004,Oberfranken
128.,Popp,Christoph,SpVgg Stegaurach,2,250,Bezirksklasse,2004,Oberfranken
129.,Weinrich,Christoph,ATSV Nordhalben,2,250,Bezirksklasse,2004,Oberfranken
130.,Leuschner,Wolfgang,DJK Eggolsheim 2,2,250,Bezirksklasse,2004,Oberfranken
131.,Popp,Christian,ATSV Nordhalben,1,250,Bezirksklasse,2004,Oberfranken
Statistikdaten (Saison: 2004/2005) - Bezirksklasse Herren (Senioren Oberfranken)Team StatistikenBeste Werfer/innenTop 10Top 25AlleBeste Freiwerfer/innenTop 10mind. 10 TrefferTop 25mind. 5 TrefferAlleBeste 3er-Werfer/innenTop 10Top 25Alle,Statistikdaten (Saison: 2004/2005) - Bezirksklasse Herren (Senioren Oberfranken),Statistikdaten (Saison: 2004/2005) - Bezirksklasse Herren (Senioren Oberfranken),Team Statistiken,Beste Werfer/innen,250,Bezirksklasse,2004,Oberfranken
Beste Werfer/innen,Top 10,Top 25,Alle,,250,Bezirksklasse,2004,Oberfranken
Beste Freiwerfer/innen,Top 10mind. 10 Treffer,Top 25mind. 5 Treffer,Alle,,250,Bezirksklasse,2004,Oberfranken
Beste 3er-Werfer/innen,Top 10,Top 25,Alle,,250,Bezirksklasse,2004,Oberfranken
1.,Richter,Heiko,TSV Bindlach,45,934,Kreisliga,2004,Oberfranken
2.,Schlang,Klaus,1. FC Strullendorf,42,934,Kreisliga,2004,Oberfranken
3.,Steiner,Carlo,TSV Bindlach,40,934,Kreisliga,2004,Oberfranken
4.,Lengenfelder,Sven,1. FC Strullendorf,35,934,Kreisliga,2004,Oberfranken
5.,Zeitler,Sven,TSV Bindlach,34,934,Kreisliga,2004,Oberfranken
6.,Junfbauer,Christoph,ATS Kulmbach 2,32,934,Kreisliga,2004,Oberfranken
7.,Wadenstorfer,Mathias,TSV Bindlach,28,934,Kreisliga,2004,Oberfranken
8.,Marinov,Marian,BBC Coburg 2,24,934,Kreisliga,2004,Oberfranken
9.,Kapp,Jürgen,1. FC Strullendorf,22,934,Kreisliga,2004,Oberfranken
10.,Auernheimer,Dirk,1. FC Strullendorf,22,934,Kreisliga,2004,Oberfranken
11.,Haider,Maximilian,1. FC Strullendorf,21,934,Kreisliga,2004,Oberfranken
12.,Hoffmann,Mario Frank,TSV Bindlach,17,934,Kreisliga,2004,Oberfranken
13.,Mallanik,Marcus,ATS Kulmbach 2,15,934,Kreisliga,2004,Oberfranken
14.,Ehrhardt,Holger,BBC Coburg 2,14,934,Kreisliga,2004,Oberfranken
15.,Haas,Harald,1. FC Strullendorf,13,934,Kreisliga,2004,Oberfranken
16.,Müller,Thomas,BBC Coburg 2,11,934,Kreisliga,2004,Oberfranken
17.,Pöhlmann,Hannes,ATS Kulmbach 2,8,934,Kreisliga,2004,Oberfranken
18.,Schuberth,Christian,ATS Kulmbach 2,8,934,Kreisliga,2004,Oberfranken
19.,Sorger,Markus,1. FC Strullendorf,8,934,Kreisliga,2004,Oberfranken
20.,Prell,Florian,TSV Bindlach,7,934,Kreisliga,2004,Oberfranken
21.,Werz,Florian,1. FC Strullendorf,7,934,Kreisliga,2004,Oberfranken
22.,Ritter,Daniel,BBC Coburg 2,6,934,Kreisliga,2004,Oberfranken
23.,Wolf,Alexander,TSV Bindlach,6,934,Kreisliga,2004,Oberfranken
24.,Gunzelmann,Matthias,1. FC Strullendorf,5,934,Kreisliga,2004,Oberfranken
25.,Weber,Manfred,TSV Bindlach,5,934,Kreisliga,2004,Oberfranken
26.,Moritz,Simon,ATS Kulmbach 2,4,934,Kreisliga,2004,Oberfranken
27.,Reuß,Christopher,BBC Coburg 2,4,934,Kreisliga,2004,Oberfranken
28.,Pscherer,Björn,TSV Bindlach,3,934,Kreisliga,2004,Oberfranken
29.,Jungbauer,Franz,ATS Kulmbach 2,2,934,Kreisliga,2004,Oberfranken
30.,Petzold,Lars,BBC Coburg 2,2,934,Kreisliga,2004,Oberfranken
31.,Carl,Jürgen,BBC Coburg 2,1,934,Kreisliga,2004,Oberfranken
Statistikdaten (Saison: 2004/2005) - Kreisliga - Aufstiegsspiele (Senioren Oberfranken)Team StatistikenBeste Werfer/innenTop 10Top 25AlleBeste Freiwerfer/innenTop 10mind. 10 TrefferTop 25mind. 5 TrefferAlleBeste 3er-Werfer/innenTop 10Top 25Alle,Statistikdaten (Saison: 2004/2005) - Kreisliga - Aufstiegsspiele (Senioren Oberfranken),Statistikdaten (Saison: 2004/2005) - Kreisliga - Aufstiegsspiele (Senioren Oberfranken),Team Statistiken,Beste Werfer/innen,934,Kreisliga,2004,Oberfranken
Beste Werfer/innen,Top 10,Top 25,Alle,,934,Kreisliga,2004,Oberfranken
Beste Freiwerfer/innen,Top 10mind. 10 Treffer,Top 25mind. 5 Treffer,Alle,,934,Kreisliga,2004,Oberfranken
Beste 3er-Werfer/innen,Top 10,Top 25,Alle,,934,Kreisliga,2004,Oberfranken
1.,Scharr,Sven,TV Weismain,412,251,Kreisliga,2004,Oberfranken
2.,Denzler,Christoph,TV Weismain,357,251,Kreisliga,2004,Oberfranken
3.,Wadenstorfer,Mathias,TSV Bindlach,325,251,Kreisliga,2004,Oberfranken
4.,Tenschert,Michael,TSV Hof 2,295,251,Kreisliga,2004,Oberfranken
5.,Richter,Heiko,TSV Bindlach,249,251,Kreisliga,2004,Oberfranken
6.,Leisgang,Jürgen,SV Zapfendorf,241,251,Kreisliga,2004,Oberfranken
7.,Prell,Florian,TSV Bindlach,229,251,Kreisliga,2004,Oberfranken
8.,Schuberth,Christian,ATS Kulmbach 2,226,251,Kreisliga,2004,Oberfranken
9.,Lang,Markus,SV Weidenberg 2,225,251,Kreisliga,2004,Oberfranken
10.,Däbritz,Frank,SV Zapfendorf,220,251,Kreisliga,2004,Oberfranken
11.,Rahimoff,Sascha,SV Gundelsheim,213,251,Kreisliga,2004,Oberfranken
12.,Moritz,Simon,ATS Kulmbach 2,199,251,Kreisliga,2004,Oberfranken
13.,Schülner,Dirk,SV Gundelsheim,190,251,Kreisliga,2004,Oberfranken
14.,Dack,Dieter,TSV Hof 2,189,251,Kreisliga,2004,Oberfranken
