lastname,firstname,team,points,games,liga_id,season,bezirk,spielklasse,altersklasse,geschlecht,league_full_name,kreis
- alle Mannschaften -BBC Bayreuth 2BBC CoburgDJK BambergSpVgg RattelsdorfTSV Breitengüßbach 2TSV HirschaidTTL Bambergabsolut /relativ10-25- alleStand: 10.02.2004,- alle Mannschaften -BBC Bayreuth 2BBC CoburgDJK BambergSpVgg RattelsdorfTSV Breitengüßbach 2TSV HirschaidTTL Bamberg,absolut /relativ,10-25- alle,Stand: 10.02.2004,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
- alle Mannschaften -BBC Bayreuth 2BBC CoburgDJK BambergSpVgg RattelsdorfTSV Breitengüßbach 2TSV HirschaidTTL Bamberg,absolut /relativ,10-25- alle,Stand: 10.02.2004,,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
1.,Wagner,Dominik,SpVgg Rattelsdorf,243,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
2.,Kolb,Alexander,BBC Bayreuth 2,199,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
3.,Rhein,Felix,TTL Bamberg,180,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
4.,Wunder,Mathias,TSV Hirschaid,167,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
5.,Herold,Simon,BBC Bayreuth 2,152,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
6.,Speer,Patrick,DJK Bamberg,147,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
7.,Tadda,Karsten,TSV Breitengüßbach 2,132,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
8.,Lauch,Philipp,TSV Breitengüßbach 2,129,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
9.,Sterzer,Alexander,TSV Hirschaid,124,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
10.,Hohmann,Miguel,TTL Bamberg,123,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
11.,Neudecker,Christopher,DJK Bamberg,119,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
12.,Krauchi,Nikolas,TSV Hirschaid,116,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
13.,Ruckdeschel,Ralf,TTL Bamberg,113,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
14.,McDuffie,Dimitry,TSV Breitengüßbach 2,108,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
15.,Jacob,Florian,BBC Bayreuth 2,104,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
16.,Rahm,Maximilian,TTL Bamberg,103,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
17.,Herrmannsdörfer,Felix,BBC Bayreuth 2,102,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
18.,Zeis,Peter,TSV Breitengüßbach 2,100,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
19.,Brütting,Fabian,TSV Breitengüßbach 2,100,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
20.,Münch,Johannes,TSV Hirschaid,99,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
21.,Jasinski,Dominik,DJK Bamberg,98,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
22.,Graf,Lukas,BBC Bayreuth 2,95,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
23.,Melzer,Lutz,DJK Bamberg,93,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
24.,Thoma,Johannes,TSV Breitengüßbach 2,90,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
25.,Günther,Sebastian,TTL Bamberg,88,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
26.,Budig,Soenke,SpVgg Rattelsdorf,81,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
27.,Wollschläger,Mario,SpVgg Rattelsdorf,81,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
28.,Dütsch,Thomas,SpVgg Rattelsdorf,70,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
29.,Ritli,Norbert,DJK Bamberg,69,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
30.,Dinkel,Stefan,TSV Breitengüßbach 2,60,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
31.,Firlus,Julian,TTL Bamberg,48,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
32.,Hosper,Daniel,TSV Breitengüßbach 2,48,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
33.,Lachmann,Michael,TSV Breitengüßbach 2,46,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
34.,Stark,Tobias,TSV Breitengüßbach 2,46,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
35.,Hofmann,Christian,SpVgg Rattelsdorf,42,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
36.,Wagner,Patrick,TSV Hirschaid,41,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
37.,Lindner,Simon,TTL Bamberg,40,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
38.,Betz,Johannes,TSV Breitengüßbach 2,39,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
39.,Kocina,Nik,TTL Bamberg,37,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
40.,Stretz,Stefan,SpVgg Rattelsdorf,35,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
41.,Müller,Johannes,TSV Breitengüßbach 2,35,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
42.,Söthje,Dominik,BBC Bayreuth 2,32,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
43.,Eberlein,Tobias,SpVgg Rattelsdorf,31,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
44.,Neundorfer,Max,SpVgg Rattelsdorf,30,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
45.,Schön,Alexander,TTL Bamberg,29,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
46.,Wintergerst,Michael,TTL Bamberg,29,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
47.,Grüner,Julian,BBC Bayreuth 2,28,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
48.,Madiedo,Sergio,TSV Hirschaid,27,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
49.,Hoh,Michael,DJK Bamberg,27,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
50.,Riedel,Steffen,SpVgg Rattelsdorf,26,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
51.,Komlenac,Stefan,TTL Bamberg,25,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
52.,Schnappauf,Johannes,TSV Hirschaid,24,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
53.,Peterhans,Steffen,DJK Bamberg,23,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
54.,Krüger,Bartje,BBC Bayreuth 2,22,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
55.,Reichenberger,Sebastian,BBC Bayreuth 2,22,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
56.,Spyra,Roman,DJK Bamberg,21,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
57.,Koch,Fabian,DJK Bamberg,19,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
58.,Reichert,Marcel,TSV Breitengüßbach 2,17,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
59.,Neubauer,Sebastian,SpVgg Rattelsdorf,13,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
60.,Mbele,Marcel,BBC Bayreuth 2,12,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
61.,Oetter,Nicolai,BBC Bayreuth 2,12,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
62.,Posch,Stefan,TSV Hirschaid,10,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
63.,Haubner,Julian,SpVgg Rattelsdorf,9,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
64.,Röckelein,Thorsten,TTL Bamberg,7,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
65.,Hartmann,Torsten,TSV Hirschaid,6,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
66.,Nagengast,Jan,TSV Hirschaid,6,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
67.,Bößl,Thomas,DJK Bamberg,5,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
68.,Lips,Jonas,DJK Bamberg,5,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
69.,Damke,Björn,TSV Breitengüßbach 2,5,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
70.,Kupfer,Matthias,TTL Bamberg,4,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
71.,Posch,Markus,TSV Hirschaid,4,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
72.,Kliemann,Kilian,DJK Bamberg,4,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
73.,Laub,Johannes,TSV Hirschaid,2,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
74.,Hümmer,Sebastian,TTL Bamberg,2,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
75.,Deubler,Johannes,TSV Hirschaid,2,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
76.,Söhnlein,Michael,TSV Hirschaid,1,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
Statistikdaten (Saison: 2003/2004) - Bezirksliga U18 männlich (U18 Oberfranken)Team StatistikenBeste Werfer/innenTop 10Top 25AlleBeste Freiwerfer/innenTop 10mind. 10 TrefferTop 25mind. 5 TrefferAlleBeste 3er-Werfer/innenTop 10Top 25Alle,Statistikdaten (Saison: 2003/2004) - Bezirksliga U18 männlich (U18 Oberfranken),Statistikdaten (Saison: 2003/2004) - Bezirksliga U18 männlich (U18 Oberfranken),Team Statistiken,Beste Werfer/innen,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
Beste Werfer/innen,Top 10,Top 25,Alle,,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
Beste Freiwerfer/innen,Top 10mind. 10 Treffer,Top 25mind. 5 Treffer,Alle,,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
Beste 3er-Werfer/innen,Top 10,Top 25,Alle,,268,2003,Oberfranken,Bezirksliga,U18,männlich,Bezirksliga U18 männlich,
- alle Mannschaften -BBC BayreuthDJK BambergDJK Bamberg 2SC KemmernTTL Bambergabsolut /relativ10-25- alleStand: 15.03.2004,- alle Mannschaften -BBC BayreuthDJK BambergDJK Bamberg 2SC KemmernTTL Bambergabsolut /relativ10-25- alleStand: 15.03.2004,- alle Mannschaften -BBC BayreuthDJK BambergDJK Bamberg 2SC KemmernTTL Bamberg,absolut /relativ,10-25- alle,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
- alle Mannschaften -BBC BayreuthDJK BambergDJK Bamberg 2SC KemmernTTL Bambergabsolut /relativ10-25- alleStand: 15.03.2004,- alle Mannschaften -BBC BayreuthDJK BambergDJK Bamberg 2SC KemmernTTL Bamberg,absolut /relativ,10-25- alle,Stand: 15.03.2004,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
- alle Mannschaften -BBC BayreuthDJK BambergDJK Bamberg 2SC KemmernTTL Bamberg,absolut /relativ,10-25- alle,Stand: 15.03.2004,,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
1.,Weidner,Franziska,SC Kemmern,154,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
2.,Lohneiß,Annika,DJK Bamberg,111,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
3.,Spörlein,Carmen,DJK Bamberg,105,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
4.,Zeis,Svenja,TTL Bamberg,94,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
5.,Lachmann,Katharina,DJK Bamberg,93,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
6.,Nikitin,Katharina,TTL Bamberg,88,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
7.,Weidner,Anna,TTL Bamberg,87,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
8.,Haderlein,Lena,SC Kemmern,82,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
9.,Pfeifer,Christina,SC Kemmern,76,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
10.,Seidler,Hannah,TTL Bamberg,75,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
11.,Kämpf,Lisa,BBC Bayreuth,70,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
12.,Neeb,Maria,SC Kemmern,69,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
13.,Wiese,Lisa,TTL Bamberg,65,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
14.,Mense,Julia,BBC Bayreuth,63,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
15.,Dorsch,Manuela,DJK Bamberg 2,59,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
16.,Lang,Franziska,TTL Bamberg,57,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
17.,Jansen,Andrea,DJK Bamberg 2,54,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
18.,Fösel,Marina,DJK Bamberg,54,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
19.,Müller,Lisa Sophie,BBC Bayreuth,49,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
20.,Angerstein,Hannah,TTL Bamberg,48,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
21.,Grosch,Ella,BBC Bayreuth,48,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
22.,Hass,Anna-Maria,BBC Bayreuth,44,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
23.,Endres,Martina,SC Kemmern,40,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
24.,Bauer,Sarah,TTL Bamberg,35,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
25.,Pettke,Nathalie,DJK Bamberg 2,34,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
26.,Schüpferling,Anna,DJK Bamberg 2,31,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
27.,Smith,Melissa,TTL Bamberg,27,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
28.,Trunk,Julia,TTL Bamberg,27,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
29.,Gessner,Claudia,DJK Bamberg 2,27,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
30.,Reitzig,Jasmin,SC Kemmern,27,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
31.,Dotterweich,Simone,DJK Bamberg,23,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
32.,Hellmann,Katrin,DJK Bamberg,22,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
33.,Müller,Johanna,BBC Bayreuth,22,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
34.,Kröppel,Silvia,DJK Bamberg,20,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
35.,Müller,Bianca,DJK Bamberg,20,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
36.,Minoque,Mandy,BBC Bayreuth,18,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
37.,Pees,Barbara,DJK Bamberg,18,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
38.,Dorn,Jella,DJK Bamberg,18,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
39.,Fösel,Melanie,DJK Bamberg,18,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
40.,Porter,Jana,DJK Bamberg 2,16,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
41.,Leitherer,Susanne,SC Kemmern,15,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
42.,Seitz,Eva,DJK Bamberg 2,15,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
43.,Lotz,Laura,DJK Bamberg,13,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
44.,Lintner,Sandra,TTL Bamberg,12,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
45.,Leitherer,Sabine,SC Kemmern,11,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
46.,Dinkel,Sandra,SC Kemmern,9,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
47.,Philipp,Deborah,DJK Bamberg 2,8,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
48.,Müller,Melanie,SC Kemmern,6,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
49.,Koch,Sarah,TTL Bamberg,5,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
50.,Ott,Marina,DJK Bamberg 2,4,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
51.,Rittmeier,Christina,DJK Bamberg,4,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
52.,Hubatschek,Kristina,DJK Bamberg 2,4,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
53.,Sawka,Larissa,BBC Bayreuth,3,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
54.,Weißmann,Karen,BBC Bayreuth,2,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
55.,Schnödt,Melanie,BBC Bayreuth,2,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
Statistikdaten (Saison: 2003/2004) - Bezirksliga U18 weiblich (U18 Oberfranken)Team StatistikenBeste Werfer/innenTop 10Top 25AlleBeste Freiwerfer/innenTop 10mind. 10 TrefferTop 25mind. 5 TrefferAlleBeste 3er-Werfer/innenTop 10Top 25Alle,Statistikdaten (Saison: 2003/2004) - Bezirksliga U18 weiblich (U18 Oberfranken),Statistikdaten (Saison: 2003/2004) - Bezirksliga U18 weiblich (U18 Oberfranken),Team Statistiken,Beste Werfer/innen,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
Beste Werfer/innen,Top 10,Top 25,Alle,,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
Beste Freiwerfer/innen,Top 10mind. 10 Treffer,Top 25mind. 5 Treffer,Alle,,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
Beste 3er-Werfer/innen,Top 10,Top 25,Alle,,270,2003,Oberfranken,Bezirksliga,U18,weiblich,Bezirksliga U18 weiblich,
- alle Mannschaften -BBC BayreuthBBC CoburgBG LitzendorfDJK BambergFV Basketballstiftung BambergSpVgg RattelsdorfTSV Breitengüßbach 2TSV HirschaidTTL Bambergabsolut /relativ10-25- alleStand: 29.03.2004,- alle Mannschaften -BBC BayreuthBBC CoburgBG LitzendorfDJK BambergFV Basketballstiftung BambergSpVgg RattelsdorfTSV Breitengüßbach 2TSV HirschaidTTL Bambergabsolut /relativ10-25- alleStand: 29.03.2004,- alle Mannschaften -BBC BayreuthBBC CoburgBG LitzendorfDJK BambergFV Basketballstiftung BambergSpVgg RattelsdorfTSV Breitengüßbach 2TSV HirschaidTTL Bamberg,absolut /relativ,10-25- alle,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
- alle Mannschaften -BBC BayreuthBBC CoburgBG LitzendorfDJK BambergFV Basketballstiftung BambergSpVgg RattelsdorfTSV Breitengüßbach 2TSV HirschaidTTL Bambergabsolut /relativ10-25- alleStand: 29.03.2004,- alle Mannschaften -BBC BayreuthBBC CoburgBG LitzendorfDJK BambergFV Basketballstiftung BambergSpVgg RattelsdorfTSV Breitengüßbach 2TSV HirschaidTTL Bamberg,absolut /relativ,10-25- alle,Stand: 29.03.2004,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
- alle Mannschaften -BBC BayreuthBBC CoburgBG LitzendorfDJK BambergFV Basketballstiftung BambergSpVgg RattelsdorfTSV Breitengüßbach 2TSV HirschaidTTL Bamberg,absolut /relativ,10-25- alle,Stand: 29.03.2004,,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
1.,Hofmann,Christian,SpVgg Rattelsdorf,418,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
2.,Höning,Christoph,FV Basketballstiftung Bamberg,322,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
3.,Jacob,Florian,BBC Bayreuth,316,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
4.,Neundörfer,Stefan,DJK Bamberg,316,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
5.,Gröner,Markus,BBC Coburg,312,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
6.,Hoh,Michael,DJK Bamberg,311,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
7.,Herrmannsdörfer,Felix,BBC Bayreuth,301,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
8.,Kocina,Nik,TTL Bamberg,286,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
9.,Pfister,Mario,TTL Bamberg,278,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
10.,Meyer,Dustin,DJK Bamberg,276,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
11.,Ruhl,Simon,BG Litzendorf,270,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
12.,Wagner,Rene-Pascal,TSV Hirschaid,259,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
13.,Neundorfer,Max,SpVgg Rattelsdorf,255,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
14.,Behn,Marcel,BBC Coburg,239,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
15.,Lips,Jonas,DJK Bamberg,238,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
16.,Zeiß,Andreas,BG Litzendorf,222,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
17.,Riedel,Steffen,SpVgg Rattelsdorf,212,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
18.,Graf,Lukas,BBC Bayreuth,211,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
19.,Theurer,Sebastian,BG Litzendorf,196,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
20.,Hoffmann,Jonas,TTL Bamberg,194,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
21.,Hartmann,Torsten,TSV Hirschaid,189,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
22.,Fleischer,Christoph,FV Basketballstiftung Bamberg,182,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
23.,Damke,Björn,TSV Breitengüßbach 2,177,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
24.,Hirmke,Uli,FV Basketballstiftung Bamberg,176,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
25.,Madiedo,Sergio,TSV Hirschaid,173,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
26.,Herold,Simon,BBC Bayreuth,172,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
27.,Firlus,Konstantin,TSV Hirschaid,169,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
28.,Stumpf,Manuel,SpVgg Rattelsdorf,160,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
29.,Hartmann,Lars,TSV Hirschaid,157,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
30.,Popp,Andreas,TTL Bamberg,143,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
31.,Dippold,Dirk,TSV Breitengüßbach 2,129,273,2003,Oberfranken,Bezirksliga,U16,männlich,Bezirksliga U16 männlich,
